district_id,aadhaar_id,biometric_update_flag,demographic_update_flag,last_update_date,total_aadhaar_holders
D033,UID_D033_000,1,1,2026-01-17,20
D033,UID_D033_001,1,1,2026-01-09,20
D033,UID_D033_002,1,0,2026-01-03,20
D033,UID_D033_003,1,0,2026-01-15,20
D033,UID_D033_004,1,0,2025-12-31,20
D033,UID_D033_005,1,0,2026-01-01,20
D033,UID_D033_006,0,0,,20
D033,UID_D033_007,1,1,2025-12-19,20
D033,UID_D033_008,1,0,2026-01-09,20
D033,UID_D033_009,1,1,2026-01-16,20
D033,UID_D033_010,1,0,2026-01-07,20
D033,UID_D033_011,1,1,2026-01-13,20
D033,UID_D033_012,1,0,2025-12-30,20
D033,UID_D033_013,0,1,2025-12-23,20
D033,UID_D033_014,1,0,2025-12-29,20
D033,UID_D033_015,1,1,2025-12-22,20
D033,UID_D033_016,1,1,2026-01-11,20
D033,UID_D033_017,1,1,2026-01-17,20
D033,UID_D033_018,1,0,2025-12-24,20
D033,UID_D033_019,1,0,2026-01-06,20
D034,UID_D034_000,0,0,,20
D034,UID_D034_001,0,0,,20
D034,UID_D034_002,0,0,,20
D034,UID_D034_003,0,0,,20
D034,UID_D034_004,0,1,2023-11-24,20
D034,UID_D034_005,0,0,,20
D034,UID_D034_006,0,0,,20
D034,UID_D034_007,0,1,2024-02-03,20
D034,UID_D034_008,0,1,2024-12-16,20
D034,UID_D034_009,0,0,,20
D034,UID_D034_010,0,0,,20
D034,UID_D034_011,0,1,2024-01-15,20
D034,UID_D034_012,0,0,,20
D034,UID_D034_013,0,1,2023-10-03,20
D034,UID_D034_014,0,0,,20
D034,UID_D034_015,0,0,,20
D034,UID_D034_016,0,0,,20
D034,UID_D034_017,0,0,,20
D034,UID_D034_018,0,0,,20
D034,UID_D034_019,0,1,2024-10-03,20
D035,UID_D035_000,1,1,2025-07-23,20
D035,UID_D035_001,0,0,,20
D035,UID_D035_002,1,1,2025-04-01,20
D035,UID_D035_003,1,0,2025-06-13,20
D035,UID_D035_004,1,0,2025-10-23,20
D035,UID_D035_005,0,1,2025-09-21,20
D035,UID_D035_006,1,0,2025-05-16,20
D035,UID_D035_007,1,1,2025-07-26,20
D035,UID_D035_008,0,1,2025-01-25,20
D035,UID_D035_009,0,1,2025-08-09,20
D035,UID_D035_010,0,0,,20
D035,UID_D035_011,1,0,2025-05-20,20
D035,UID_D035_012,1,0,2025-09-17,20
D035,UID_D035_013,1,1,2025-04-25,20
D035,UID_D035_014,1,0,2025-08-19,20
D035,UID_D035_015,0,0,,20
D035,UID_D035_016,0,1,2025-04-30,20
D035,UID_D035_017,0,0,,20
D035,UID_D035_018,0,0,,20
D035,UID_D035_019,0,0,,20
D036,UID_D036_000,1,0,2025-12-30,20
D036,UID_D036_001,1,0,2025-12-30,20
D036,UID_D036_002,1,1,2026-01-12,20
D036,UID_D036_003,1,0,2025-12-18,20
D036,UID_D036_004,1,0,2026-01-10,20
D036,UID_D036_005,1,0,2025-12-29,20
D036,UID_D036_006,1,1,2025-12-22,20
D036,UID_D036_007,1,1,2025-12-23,20
D036,UID_D036_008,1,0,2025-12-18,20
D036,UID_D036_009,1,1,2026-01-11,20
D036,UID_D036_010,1,0,2026-01-11,20
D036,UID_D036_011,1,0,2026-01-07,20
D036,UID_D036_012,1,0,2025-12-27,20
D036,UID_D036_013,1,0,2025-12-25,20
D036,UID_D036_014,1,1,2025-12-19,20
D036,UID_D036_015,1,1,2025-12-30,20
D036,UID_D036_016,1,0,2025-12-25,20
D036,UID_D036_017,1,1,2026-01-03,20
D036,UID_D036_018,1,0,2025-12-20,20
D036,UID_D036_019,0,0,,20
D037,UID_D037_000,0,0,,20
D037,UID_D037_001,1,0,2025-02-15,20
D037,UID_D037_002,1,0,2025-07-11,20
D037,UID_D037_003,0,0,,20
D037,UID_D037_004,1,0,2025-05-16,20
D037,UID_D037_005,0,0,,20
D037,UID_D037_006,0,0,,20
D037,UID_D037_007,1,1,2025-11-14,20
D037,UID_D037_008,1,0,2025-11-28,20
D037,UID_D037_009,0,1,2025-09-25,20
D037,UID_D037_010,1,0,2025-11-12,20
D037,UID_D037_011,0,0,,20
D037,UID_D037_012,1,0,2025-08-20,20
D037,UID_D037_013,1,0,2025-04-19,20
D037,UID_D037_014,0,1,2025-08-24,20
D037,UID_D037_015,0,0,,20
D037,UID_D037_016,0,0,,20
D037,UID_D037_017,0,0,,20
D037,UID_D037_018,0,1,2025-08-17,20
D037,UID_D037_019,0,0,,20
D038,UID_D038_000,1,1,2026-01-01,20
D038,UID_D038_001,1,1,2026-01-07,20
D038,UID_D038_002,1,1,2025-12-21,20
D038,UID_D038_003,1,0,2026-01-16,20
D038,UID_D038_004,1,0,2026-01-10,20
D038,UID_D038_005,0,0,,20
D038,UID_D038_006,1,1,2026-01-10,20
D038,UID_D038_007,1,0,2025-12-29,20
D038,UID_D038_008,1,0,2026-01-06,20
D038,UID_D038_009,1,0,2025-12-28,20
D038,UID_D038_010,1,0,2025-12-30,20
D038,UID_D038_011,1,1,2026-01-15,20
D038,UID_D038_012,1,1,2025-12-24,20
D038,UID_D038_013,1,0,2026-01-05,20
D038,UID_D038_014,1,1,2026-01-07,20
D038,UID_D038_015,1,0,2025-12-26,20
D038,UID_D038_016,1,0,2026-01-10,20
D038,UID_D038_017,0,1,2025-12-23,20
D038,UID_D038_018,1,1,2026-01-16,20
D038,UID_D038_019,1,1,2026-01-01,20
D039,UID_D039_000,0,0,,20
D039,UID_D039_001,0,0,,20
D039,UID_D039_002,0,0,,20
D039,UID_D039_003,1,0,2025-12-01,20
D039,UID_D039_004,1,0,2025-04-13,20
D039,UID_D039_005,1,0,2025-03-23,20
D039,UID_D039_006,1,1,2025-01-17,20
D039,UID_D039_007,1,0,2025-08-09,20
D039,UID_D039_008,1,1,2025-09-11,20
D039,UID_D039_009,0,0,,20
D039,UID_D039_010,1,1,2025-03-13,20
D039,UID_D039_011,0,0,,20
D039,UID_D039_012,0,0,,20
D039,UID_D039_013,0,1,2025-03-26,20
D039,UID_D039_014,1,0,2025-12-18,20
D039,UID_D039_015,1,0,2025-02-27,20
D039,UID_D039_016,1,1,2025-03-16,20
D039,UID_D039_017,1,1,2025-03-11,20
D039,UID_D039_018,1,0,2025-02-07,20
D039,UID_D039_019,1,0,2025-07-05,20
D040,UID_D040_000,0,0,,20
D040,UID_D040_001,1,0,2025-03-16,20
D040,UID_D040_002,0,0,,20
D040,UID_D040_003,1,1,2025-04-25,20
D040,UID_D040_004,0,1,2025-02-06,20
D040,UID_D040_005,0,1,2025-05-04,20
D040,UID_D040_006,1,1,2025-09-18,20
D040,UID_D040_007,0,1,2025-10-24,20
D040,UID_D040_008,0,1,2025-03-29,20
D040,UID_D040_009,0,0,,20
D040,UID_D040_010,1,0,2025-07-30,20
D040,UID_D040_011,1,0,2025-08-24,20
D040,UID_D040_012,1,0,2025-02-16,20
D040,UID_D040_013,0,0,,20
D040,UID_D040_014,1,0,2025-04-29,20
D040,UID_D040_015,0,0,,20
D040,UID_D040_016,0,1,2025-08-01,20
D040,UID_D040_017,1,1,2025-07-22,20
D040,UID_D040_018,1,0,2025-06-23,20
D040,UID_D040_019,1,1,2025-04-12,20
D041,UID_D041_000,1,1,2025-12-22,20
D041,UID_D041_001,1,1,2025-12-19,20
D041,UID_D041_002,1,0,2026-01-03,20
D041,UID_D041_003,1,0,2026-01-13,20
D041,UID_D041_004,1,1,2025-12-26,20
D041,UID_D041_005,1,1,2026-01-05,20
D041,UID_D041_006,0,1,2026-01-07,20
D041,UID_D041_007,1,1,2025-12-20,20
D041,UID_D041_008,1,1,2026-01-10,20
D041,UID_D041_009,0,0,,20
D041,UID_D041_010,1,0,2025-12-25,20
D041,UID_D041_011,1,0,2026-01-02,20
D041,UID_D041_012,1,1,2025-12-31,20
D041,UID_D041_013,1,0,2025-12-23,20
D041,UID_D041_014,1,1,2025-12-24,20
D041,UID_D041_015,1,0,invalid-date,20
D041,UID_D041_016,1,0,2025-12-20,20
D041,UID_D041_017,1,0,2025-12-25,20
D041,UID_D041_018,1,1,2026-01-10,20
D041,UID_D041_019,1,0,2025-12-25,20
D042,UID_D042_000,0,1,2024-09-03,20
D042,UID_D042_001,0,0,,20
D042,UID_D042_002,0,0,,20
D042,UID_D042_003,0,0,,20
D042,UID_D042_004,0,0,,20
D042,UID_D042_005,0,0,,20
D042,UID_D042_006,0,0,,20
D042,UID_D042_007,0,0,,20
D042,UID_D042_008,0,0,,20
D042,UID_D042_009,0,0,,20
D042,UID_D042_010,0,0,,20
D042,UID_D042_011,0,0,,20
D042,UID_D042_012,0,0,,20
D042,UID_D042_013,0,1,2023-12-09,20
D042,UID_D042_014,0,1,2024-04-20,20
D042,UID_D042_015,0,0,,20
D042,UID_D042_016,0,0,,20
D042,UID_D042_017,0,0,,20
D042,UID_D042_018,0,0,,20
D042,UID_D042_019,0,1,2023-11-16,20
D043,UID_D043_000,0,0,,20
D043,UID_D043_001,0,1,2024-11-21,20
D043,UID_D043_002,0,0,,20
D043,UID_D043_003,0,1,2023-07-12,20
D043,UID_D043_004,0,1,2023-08-15,20
D043,UID_D043_005,0,0,,20
D043,UID_D043_006,0,1,2024-10-31,20
D043,UID_D043_007,0,0,,20
D043,UID_D043_008,0,0,,20
D043,UID_D043_009,0,0,,20
D043,UID_D043_010,0,0,,20
D043,UID_D043_011,0,0,,20
D043,UID_D043_012,0,0,,20
D043,UID_D043_013,0,1,2023-07-23,20
D043,UID_D043_014,0,1,2024-02-25,20
D043,UID_D043_015,0,0,,20
D043,UID_D043_016,0,0,,20
D043,UID_D043_017,0,0,,20
D043,UID_D043_018,0,0,,20
D043,UID_D043_019,0,1,2024-04-13,20
D044,UID_D044_000,0,0,,20
D044,UID_D044_001,0,1,2024-05-21,20
D044,UID_D044_002,0,0,,20
D044,UID_D044_003,0,1,2023-10-31,20
D044,UID_D044_004,0,0,,20
D044,UID_D044_005,0,0,,20
D044,UID_D044_006,0,0,,20
D044,UID_D044_007,0,1,2024-04-06,20
D044,UID_D044_008,0,0,,20
D044,UID_D044_009,0,0,,20
D044,UID_D044_010,0,0,,20
D044,UID_D044_011,0,0,,20
D044,UID_D044_012,0,0,,20
D044,UID_D044_013,0,0,,20
D044,UID_D044_014,0,0,,20
D044,UID_D044_015,0,0,,20
D044,UID_D044_016,0,0,,20
D044,UID_D044_017,0,1,2025-01-15,20
D044,UID_D044_018,0,0,,20
D044,UID_D044_019,0,0,,20
D045,UID_D045_000,1,0,2025-12-31,20
D045,UID_D045_001,1,0,2026-01-01,20
D045,UID_D045_002,1,0,2026-01-09,20
D045,UID_D045_003,1,1,2025-12-28,20
D045,UID_D045_004,1,1,2026-01-07,20
D045,UID_D045_005,1,0,2026-01-04,20
D045,UID_D045_006,1,1,2026-01-13,20
D045,UID_D045_007,1,0,2025-12-20,20
D045,UID_D045_008,1,0,2025-12-30,20
D045,UID_D045_009,1,1,2025-12-19,20
D045,UID_D045_010,1,0,2025-12-23,20
D045,UID_D045_011,1,0,2025-12-28,20
D045,UID_D045_012,1,0,2025-12-20,20
D045,UID_D045_013,0,0,,20
D045,UID_D045_014,1,0,2026-01-12,20
D045,UID_D045_015,1,1,2025-12-26,20
D045,UID_D045_016,1,0,2025-12-23,20
D045,UID_D045_017,1,1,2026-01-14,20
D045,UID_D045_018,1,0,2026-01-08,20
D045,UID_D045_019,1,0,2025-12-27,20
D046,UID_D046_000,0,0,,20
D046,UID_D046_001,0,1,2023-06-06,20
D046,UID_D046_002,0,1,2023-07-07,20
D046,UID_D046_003,0,0,,20
D046,UID_D046_004,0,1,2023-08-01,20
D046,UID_D046_005,0,0,,20
D046,UID_D046_006,0,1,2024-08-25,20
D046,UID_D046_007,0,0,,20
D046,UID_D046_008,0,0,,20
D046,UID_D046_009,0,0,,20
D046,UID_D046_010,0,0,,20
D046,UID_D046_011,0,0,,20
D046,UID_D046_012,0,1,2023-08-18,20
D046,UID_D046_013,0,1,2023-08-24,20
D046,UID_D046_014,0,0,,20
D046,UID_D046_015,0,0,,20
D046,UID_D046_016,0,0,,20
D046,UID_D046_017,0,0,,20
D046,UID_D046_018,0,0,,20
D046,UID_D046_019,0,0,,20
D047,UID_D047_000,1,1,2025-04-01,20
D047,UID_D047_001,1,0,2025-09-26,20
D047,UID_D047_002,0,1,2025-05-24,20
D047,UID_D047_003,0,0,,20
D047,UID_D047_004,1,0,2025-10-04,20
D047,UID_D047_005,1,1,2025-06-08,20
D047,UID_D047_006,0,0,,20
D047,UID_D047_007,0,0,,20
D047,UID_D047_008,1,0,2025-08-01,20
D047,UID_D047_009,0,0,,20
D047,UID_D047_010,1,0,2025-08-09,20
D047,UID_D047_011,1,1,2025-07-03,20
D047,UID_D047_012,1,0,2025-12-15,20
D047,UID_D047_013,1,0,2025-03-15,20
D047,UID_D047_014,0,1,2025-07-17,20
D047,UID_D047_015,1,0,2025-02-22,20
D047,UID_D047_016,0,1,2025-07-04,20
D047,UID_D047_017,1,0,2025-02-26,20
D047,UID_D047_018,0,0,,20
D047,UID_D047_019,1,0,2025-10-14,20
D048,UID_D048_000,0,0,,20
D048,UID_D048_001,0,0,,20
D048,UID_D048_002,0,1,2023-06-02,20
D048,UID_D048_003,0,0,,20
D048,UID_D048_004,0,1,2024-02-29,20
D048,UID_D048_005,0,0,,20
D048,UID_D048_006,0,0,,20
D048,UID_D048_007,0,0,,20
D048,UID_D048_008,0,0,,20
D048,UID_D048_009,0,0,,20
D048,UID_D048_010,0,1,2023-05-20,20
D048,UID_D048_011,0,0,,20
D048,UID_D048_012,0,0,,20
D048,UID_D048_013,0,0,,20
D048,UID_D048_014,0,0,,20
D048,UID_D048_015,0,0,,20
D048,UID_D048_016,0,0,,20
D048,UID_D048_017,0,1,2024-04-19,20
D048,UID_D048_018,0,1,2024-07-19,20
D048,UID_D048_019,0,0,,20
D049,UID_D049_000,0,0,,20
D049,UID_D049_001,0,0,,20
D049,UID_D049_002,0,0,,20
D049,UID_D049_003,0,1,2024-04-04,20
D049,UID_D049_004,0,0,,20
D049,UID_D049_005,0,0,,20
D049,UID_D049_006,0,0,,20
D049,UID_D049_007,0,0,,20
D049,UID_D049_008,0,0,,20
D049,UID_D049_009,0,0,,20
D049,UID_D049_010,0,0,,20
D049,UID_D049_011,0,1,2023-10-10,20
D049,UID_D049_012,0,0,,20
D049,UID_D049_013,0,0,,20
D049,UID_D049_014,0,0,,20
D049,UID_D049_015,0,1,2023-07-21,20
D049,UID_D049_016,0,0,,20
D049,UID_D049_017,0,1,2024-10-26,20
D049,UID_D049_018,0,0,,20
D049,UID_D049_019,0,0,invalid-date,20
D050,UID_D050_000,1,0,2025-11-27,20
D050,UID_D050_001,0,0,,20
D050,UID_D050_002,0,0,,20
D050,UID_D050_003,1,0,2025-01-20,20
D050,UID_D050_004,1,0,2025-11-28,20
D050,UID_D050_005,0,0,,20
D050,UID_D050_006,1,0,2025-03-11,20
D050,UID_D050_007,1,0,2025-04-13,20
D050,UID_D050_008,1,1,2025-04-11,20
D050,UID_D050_009,0,0,,20
D050,UID_D050_010,0,0,,20
D050,UID_D050_011,1,0,2025-04-30,20
D050,UID_D050_012,0,0,,20
D050,UID_D050_013,1,0,2025-10-06,20
D050,UID_D050_014,1,1,2025-01-31,20
D050,UID_D050_015,1,0,2025-03-18,20
D050,UID_D050_016,1,1,2025-08-08,20
D050,UID_D050_017,0,0,,20
D050,UID_D050_018,0,0,,20
D050,UID_D050_019,1,0,2025-01-29,20
